-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 02/13/2018 through 12/22/2025 in LST
Location: latitude  30.0638   longitude -94.0691 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 14.42 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,DOY,WS50M,WD50M
2020,351,5.62,338.0
2020,352,3.04,41.9
2020,353,6.53,118.4
2020,354,5.8,103.4
2020,355,3.83,325.4
2020,356,2.88,197.2
2020,357,4.67,140.7
2020,358,7.83,193.1
2020,359,8.98,325.0
2020,360,4.25,317.3
2020,361,5.25,147.5
2020,362,6.78,161.7
2020,363,5.81,139.8
2020,364,7.32,123.3
2020,365,7.55,141.4
2020,366,8.41,156.7
2021,1,6.22,274.6
2021,2,4.16,319.0
2021,3,5.01,183.6
2021,4,3.7,228.0
2021,5,5.12,90.7
2021,6,6.82,141.6
2021,7,7.22,312.5
2021,8,5.09,357.8
2021,9,4.12,43.2
2021,10,6.28,43.7
2021,11,5.8,350.7
2021,12,2.71,340.1
2021,13,4.49,245.3
2021,14,7.0,252.2
2021,15,7.87,310.9
2021,16,4.78,301.5
2021,17,3.56,308.2
2021,18,6.07,134.5
2021,19,6.22,145.9
2021,20,4.7,111.7
2021,21,4.93,210.3
2021,22,2.73,262.1
2021,23,5.0,81.7
2021,24,6.82,153.5
2021,25,7.0,190.8
2021,26,5.67,57.9
2021,27,7.45,352.5
2021,28,4.84,40.1
2021,29,4.77,112.4
2021,30,8.31,179.5
2021,31,8.09,320.1
2021,32,5.94,348.0
2021,33,3.89,112.2
2021,34,5.48,143.4
2021,35,7.62,201.5
2021,36,6.25,53.3
2021,37,4.59,21.2
2021,38,4.98,93.0
2021,39,5.58,117.0
2021,40,2.75,119.0
2021,41,3.6,131.4
2021,42,6.01,1.2
2021,43,7.23,13.3
2021,44,6.54,13.2
2021,45,5.5,15.6
2021,46,7.66,330.6
2021,47,3.94,48.6
2021,48,6.6,36.8
2021,49,7.31,358.1
2021,50,4.88,3.3
2021,51,4.47,121.9
2021,52,6.31,158.8
2021,53,4.31,354.2
2021,54,4.8,174.2
2021,55,6.45,192.2
2021,56,5.19,163.0
2021,57,6.32,179.1
2021,58,6.73,159.2
2021,59,6.33,167.6
2021,60,5.25,39.9
2021,61,6.64,16.9
2021,62,3.37,89.7
2021,63,3.43,153.6
2021,64,4.45,131.9
2021,65,6.63,31.2
2021,66,5.27,82.7
2021,67,5.3,118.1
2021,68,7.03,141.6
2021,69,7.85,159.8
2021,70,6.79,151.4
2021,71,6.49,142.5
2021,72,7.23,140.9
2021,73,7.45,166.5
2021,74,4.97,195.7
2021,75,5.43,166.7
2021,76,7.39,232.0
2021,77,7.83,323.8
2021,78,5.39,3.4
2021,79,4.61,46.9
2021,80,4.4,116.1
2021,81,7.14,142.9
2021,82,4.22,180.9
2021,83,7.48,115.0
2021,84,5.63,286.5
2021,85,5.69,94.6
2021,86,6.43,168.5
2021,87,6.0,19.3
2021,88,5.04,105.6
2021,89,6.76,166.6
2021,90,6.29,52.3
2021,91,7.0,35.7
2021,92,5.75,93.2
2021,93,3.94,100.3
2021,94,4.81,117.7
2021,95,5.76,149.6
2021,96,7.63,165.3
2021,97,7.13,184.1
2021,98,3.83,163.2
2021,99,6.93,166.8
2021,100,4.74,352.3
2021,101,4.5,82.2
2021,102,5.71,134.8
2021,103,5.45,130.0
2021,104,4.36,164.5
2021,105,5.5,55.9
2021,106,5.11,92.8
2021,107,6.48,6.3
2021,108,5.58,358.0
2021,109,3.79,63.0
2021,110,2.85,266.9
2021,111,5.95,24.5
2021,112,5.95,99.5
2021,113,8.06,148.1
2021,114,6.54,296.2
2021,115,4.95,103.2
2021,116,6.47,150.6
2021,117,6.99,154.6
2021,118,9.32,156.4
2021,119,5.94,139.1
2021,120,4.69,81.9
2021,121,6.6,120.2
2021,122,7.92,189.6
2021,123,7.37,173.7
2021,124,4.59,181.1
2021,125,4.87,30.9
2021,126,4.62,50.1
2021,127,4.29,129.1
2021,128,7.92,170.4
2021,129,8.17,183.7
2021,130,5.36,168.3
2021,131,5.03,140.3
2021,132,4.54,18.8
2021,133,5.02,35.4
2021,134,4.75,91.2
2021,135,5.99,141.7
2021,136,6.84,149.9
2021,137,5.78,162.9
2021,138,6.76,128.8
2021,139,6.09,145.6
2021,140,6.97,126.6
2021,141,7.01,109.0
2021,142,7.33,118.3
2021,143,6.19,113.9
2021,144,6.63,133.3
2021,145,5.84,145.0
2021,146,4.79,171.4
2021,147,5.24,174.7
2021,148,3.43,194.1
2021,149,4.15,160.4
2021,150,5.27,88.5
2021,151,5.09,125.9
2021,152,4.74,184.3
2021,153,2.27,238.5
2021,154,2.41,169.4
2021,155,4.14,119.0
2021,156,4.69,156.8
2021,157,4.24,166.0
2021,158,7.05,166.0
2021,159,6.21,169.6
2021,160,5.55,176.4
2021,161,5.25,190.3
2021,162,5.29,194.7
2021,163,3.53,218.9
2021,164,3.83,261.3
2021,165,3.38,75.2
2021,166,2.04,126.4
2021,167,3.44,83.1
2021,168,4.65,77.8
2021,169,4.19,75.3
2021,170,3.38,198.4
2021,171,5.72,188.5
2021,172,6.44,170.6
2021,173,1.96,151.1
2021,174,4.31,158.7
2021,175,5.15,174.7
2021,176,5.43,175.2
2021,177,5.94,153.0
2021,178,5.89,117.4
2021,179,5.65,131.3
2021,180,5.15,126.6
2021,181,3.83,117.8
2021,182,2.44,172.3
2021,183,2.8,250.9
2021,184,2.47,8.9
2021,185,2.64,119.9
2021,186,2.79,127.4
2021,187,3.16,163.1
2021,188,4.42,152.5
2021,189,6.3,130.9
2021,190,5.54,138.7
2021,191,5.58,183.0
2021,192,5.48,204.8
2021,193,4.39,197.9
2021,194,3.26,144.2
2021,195,4.17,135.6
2021,196,4.6,169.1
2021,197,4.92,182.6
2021,198,4.22,165.0
2021,199,3.51,188.7
2021,200,3.07,230.0
2021,201,3.16,332.7
2021,202,2.99,255.7
2021,203,3.65,213.0
2021,204,4.5,208.3
2021,205,4.48,220.1
2021,206,3.71,242.9
2021,207,3.69,241.0
2021,208,2.87,228.7
2021,209,2.41,130.6
2021,210,3.04,155.4
2021,211,2.42,186.9
2021,212,3.58,223.0
2021,213,3.93,240.7
2021,214,3.9,272.4
2021,215,1.79,323.6
2021,216,4.45,61.7
2021,217,3.95,86.0
2021,218,2.86,118.4
2021,219,4.03,178.4
2021,220,5.75,183.1
2021,221,5.49,182.2
2021,222,4.76,166.8
2021,223,4.11,159.8
2021,224,3.39,158.7
2021,225,2.59,137.1
2021,226,2.68,115.7
2021,227,2.23,39.7
2021,228,2.1,148.5
2021,229,3.26,164.4
2021,230,5.18,158.0
2021,231,5.06,165.7
2021,232,5.14,170.3
2021,233,4.06,186.8
2021,234,3.02,208.2
2021,235,3.11,210.7
2021,236,2.96,212.2
2021,237,2.36,119.3
2021,238,4.17,82.3
2021,239,4.26,89.7
2021,240,4.41,90.7
2021,241,5.1,6.4
2021,242,4.51,291.9
2021,243,4.66,223.9
2021,244,3.52,200.6
2021,245,2.46,162.5
2021,246,2.89,160.2
2021,247,3.3,220.0
2021,248,4.44,234.9
2021,249,3.39,355.3
2021,250,3.4,47.5
2021,251,2.64,24.5
2021,252,4.16,37.1
2021,253,5.3,73.0
2021,254,4.95,88.7
2021,255,5.2,100.8
2021,256,7.67,100.3
2021,257,6.75,99.5
2021,258,5.58,358.4
2021,259,3.72,16.7
2021,260,3.06,251.6
2021,261,2.83,231.8
2021,262,2.37,177.8
2021,263,3.89,192.8
2021,264,4.33,248.5
2021,265,7.24,19.4
2021,266,3.84,73.2
2021,267,3.89,90.9
2021,268,3.76,77.2
2021,269,3.76,109.8
2021,270,4.45,123.8
2021,271,4.28,171.8
2021,272,4.56,162.0
2021,273,4.66,134.2
2021,274,4.43,109.0
2021,275,3.34,118.0
2021,276,1.17,48.2
2021,277,4.12,8.2
2021,278,3.67,18.1
2021,279,2.9,34.6
2021,280,1.96,120.9
2021,281,2.69,168.0
2021,282,4.44,172.1
2021,283,7.48,160.2
2021,284,4.26,194.2
2021,285,5.88,159.3
2021,286,6.82,162.8
2021,287,5.77,166.8
2021,288,4.75,223.3
2021,289,7.23,17.6
2021,290,3.71,41.1
2021,291,3.38,88.5
2021,292,4.75,107.1
2021,293,4.36,105.4
2021,294,2.31,108.4
2021,295,3.2,134.6
2021,296,5.4,144.5
2021,297,5.53,151.5
2021,298,3.12,208.2
2021,299,4.95,150.3
2021,300,8.09,220.0
2021,301,10.93,296.2
2021,302,8.65,310.8
2021,303,3.43,306.9
2021,304,2.38,98.7
2021,305,3.65,100.4
2021,306,3.77,89.8
2021,307,4.59,58.8
2021,308,5.61,19.8
2021,309,4.84,26.7
2021,310,4.06,53.7
2021,311,3.29,103.4
2021,312,3.47,129.8
2021,313,4.05,127.5
2021,314,6.11,150.2
2021,315,5.7,334.9
2021,316,4.8,13.5
2021,317,4.8,6.0
2021,318,3.72,186.8
2021,319,4.78,184.7
2021,320,6.9,173.9
2021,321,6.62,169.0
2021,322,5.78,24.2
2021,323,4.78,55.0
2021,324,4.32,133.2
2021,325,4.96,165.0
2021,326,5.88,6.9
2021,327,5.46,108.2
2021,328,7.32,146.8
2021,329,5.39,67.7
2021,330,5.19,19.3
2021,331,2.13,67.4
2021,332,4.22,11.0
2021,333,3.22,115.8
2021,334,3.58,156.0
2021,335,3.8,180.8
2021,336,3.55,201.9
2021,337,4.84,173.4
2021,338,4.54,174.4
2021,339,5.66,155.9
2021,340,6.49,189.7
2021,341,2.28,50.8
2021,342,3.01,84.5
2021,343,6.82,185.8
2021,344,8.36,185.4
2021,345,7.49,344.8
2021,346,4.34,53.3
2021,347,4.62,98.0
2021,348,6.18,136.9
2021,349,7.03,148.6
2021,350,5.77,158.9
2021,351,6.15,144.9
2021,352,6.12,149.6
2021,353,6.24,11.2
2021,354,4.24,25.5
2021,355,2.82,355.4
2021,356,3.7,140.8
2021,357,6.7,168.6
2021,358,8.14,191.6
2021,359,6.8,203.0
2021,360,6.6,187.9
2021,361,6.81,188.2
2021,362,7.67,187.4
2021,363,6.29,190.4
2021,364,3.67,179.1
2021,365,7.22,187.3
2022,1,8.64,199.3
2022,2,9.78,333.2
2022,3,4.11,9.1
2022,4,4.6,176.0
2022,5,4.86,197.2
2022,6,5.92,315.0
2022,7,5.14,68.2
2022,8,8.37,136.8
2022,9,6.32,231.0
2022,10,7.88,23.4
2022,11,4.93,40.5
2022,12,2.43,22.1
2022,13,4.03,281.6
2022,14,4.22,199.3
2022,15,9.98,308.1
2022,16,6.24,310.2
2022,17,3.3,278.4
2022,18,6.87,168.9
2022,19,6.99,190.4
2022,20,8.05,5.2
2022,21,6.17,27.6
2022,22,5.36,35.6
2022,23,3.55,157.6
2022,24,3.78,106.4
2022,25,5.46,22.1
2022,26,5.29,46.0
2022,27,3.76,44.1
2022,28,6.57,355.5
2022,29,4.35,220.0
2022,30,5.26,212.4
2022,31,7.25,126.2
2022,32,6.55,124.3
2022,33,4.72,131.2
2022,34,7.42,335.1
2022,35,7.36,339.1
2022,36,3.14,2.5
2022,37,2.06,117.8
2022,38,4.97,359.0
2022,39,4.02,3.4
2022,40,4.68,219.0
2022,41,3.45,197.6
2022,42,4.8,186.7
2022,43,5.91,356.7
2022,44,4.46,343.6
2022,45,4.55,200.0
2022,46,6.97,134.7
2022,47,8.51,153.0
2022,48,9.29,231.7
2022,49,6.17,8.3
2022,50,4.5,65.8
2022,51,4.38,129.2
2022,52,8.33,178.6
2022,53,6.47,179.4
2022,54,3.11,14.0
2022,55,3.88,338.7
2022,56,5.95,19.0
2022,57,4.07,26.2
2022,58,6.1,354.5
2022,59,3.01,15.9
2022,60,2.44,187.3
2022,61,3.47,175.1
2022,62,3.11,153.6
2022,63,5.6,140.7
2022,64,7.6,157.6
2022,65,7.87,154.8
2022,66,6.71,359.8
2022,67,4.85,7.1
2022,68,4.8,24.9
2022,69,3.81,96.1
2022,70,6.44,354.4
2022,71,6.42,15.2
2022,72,5.43,124.9
2022,73,7.18,143.7
2022,74,6.12,304.1
2022,75,3.97,219.3
2022,76,7.28,151.1
2022,77,7.98,306.4
2022,78,4.41,34.7
2022,79,5.88,118.8
2022,80,10.13,137.6
2022,81,7.91,241.3
2022,82,6.43,302.8
2022,83,5.64,265.7
2022,84,4.27,280.5
2022,85,4.73,188.9
2022,86,6.61,193.8
2022,87,7.05,185.0
2022,88,8.95,162.3
2022,89,9.71,209.7
2022,90,4.64,4.9
2022,91,5.5,92.1
2022,92,3.01,99.4
2022,93,4.79,132.0
2022,94,6.14,136.3
2022,95,5.32,197.5
2022,96,7.66,296.9
2022,97,8.3,332.9
2022,98,7.83,313.4
2022,99,4.67,203.3
2022,100,9.55,174.2
2022,101,7.44,158.5
2022,102,7.8,156.3
2022,103,7.75,175.3
2022,104,7.19,72.0
2022,105,6.71,145.2
2022,106,6.03,175.7
2022,107,5.04,190.9
2022,108,5.99,36.7
2022,109,7.53,108.5
2022,110,8.71,154.1
2022,111,7.3,139.3
2022,112,7.2,137.7
2022,113,7.95,150.6
2022,114,7.22,157.3
2022,115,4.54,145.8
2022,116,5.45,33.1
2022,117,4.71,101.8
2022,118,5.47,151.7
2022,119,6.66,160.4
2022,120,5.72,177.6
2022,121,3.95,163.6
2022,122,7.48,162.5
2022,123,6.17,166.5
2022,124,6.63,148.0
2022,125,6.93,163.1
2022,126,3.52,227.8
2022,127,3.94,183.0
2022,128,6.5,173.5
2022,129,7.3,158.4
2022,130,6.12,147.4
2022,131,4.47,148.8
2022,132,3.75,179.1
2022,133,4.53,199.2
2022,134,4.48,203.3
2022,135,4.36,216.9
2022,136,3.32,222.8
2022,137,4.33,197.4
2022,138,6.82,191.0
2022,139,7.7,180.6
2022,140,8.66,170.4
2022,141,7.21,151.5
2022,142,4.22,56.4
2022,143,4.05,62.2
2022,144,5.62,154.2
2022,145,4.64,229.4
2022,146,3.9,254.2
2022,147,5.6,299.6
2022,148,4.24,134.7
2022,149,6.49,174.3
2022,150,7.66,154.2
2022,151,6.35,145.3
2022,152,4.38,159.1
2022,153,2.39,277.6
2022,154,3.99,27.2
2022,155,3.02,83.4
2022,156,3.59,162.8
2022,157,6.81,181.1
2022,158,6.27,175.9
2022,159,5.36,186.2
2022,160,3.41,211.0
2022,161,4.75,223.1
2022,162,5.04,219.1
2022,163,6.24,205.8
2022,164,6.3,191.8
2022,165,5.95,174.7
2022,166,5.13,176.0
2022,167,3.17,183.4
2022,168,2.91,150.2
2022,169,2.96,184.5
2022,170,3.56,196.2
2022,171,3.52,118.8
2022,172,3.98,155.0
2022,173,2.55,179.2
2022,174,3.52,221.2
2022,175,4.09,209.6
2022,176,4.15,203.4
2022,177,3.2,231.4
2022,178,4.02,26.6
2022,179,4.01,65.3
2022,180,3.68,96.1
2022,181,4.51,120.0
2022,182,5.49,177.6
2022,183,5.42,188.5
2022,184,4.62,184.5
2022,185,4.59,187.1
2022,186,4.51,187.3
2022,187,4.2,185.9
2022,188,4.17,192.3
2022,189,4.21,206.1
2022,190,4.27,220.7
2022,191,5.3,222.8
2022,192,5.04,213.2
2022,193,3.95,213.4
2022,194,3.4,190.5
2022,195,2.97,157.1
2022,196,4.04,180.1
2022,197,3.6,200.7
2022,198,4.26,212.5
2022,199,5.38,208.5
2022,200,6.57,203.0
2022,201,6.26,202.5
2022,202,4.25,199.6
2022,203,3.38,173.4
2022,204,4.66,160.9
2022,205,4.65,184.0
2022,206,4.11,174.6
2022,207,4.77,171.9
2022,208,4.16,177.6
2022,209,4.58,183.2
2022,210,4.91,189.7
2022,211,4.44,181.4
2022,212,4.92,153.3
2022,213,5.25,182.7
2022,214,5.04,192.0
2022,215,5.5,197.8
2022,216,4.47,187.6
2022,217,3.13,145.4
2022,218,4.32,149.5
2022,219,4.5,142.1
2022,220,3.74,139.3
2022,221,3.77,154.2
2022,222,2.67,140.7
2022,223,2.43,112.1
2022,224,3.86,82.4
2022,225,5.06,90.5
2022,226,4.88,164.0
2022,227,3.49,169.1
2022,228,3.53,193.9
2022,229,4.4,219.4
2022,230,3.37,233.3
2022,231,2.34,196.3
2022,232,4.43,168.9
2022,233,5.08,168.9
2022,234,6.13,184.8
2022,235,4.5,217.0
2022,236,3.76,239.6
2022,237,2.64,226.9
2022,238,2.97,195.2
2022,239,3.84,186.3
2022,240,5.26,154.1
2022,241,5.47,151.1
2022,242,3.25,114.7
2022,243,2.71,66.2
2022,244,1.83,12.8
2022,245,2.34,131.7
2022,246,2.0,198.2
2022,247,2.5,283.0
2022,248,3.54,226.6
2022,249,3.09,208.5
2022,250,2.23,202.3
2022,251,3.37,43.0
2022,252,2.86,75.4
2022,253,2.32,59.8
2022,254,2.75,346.8
2022,255,3.92,18.4
2022,256,3.99,72.1
2022,257,4.8,80.3
2022,258,5.06,91.1
2022,259,4.62,118.8
2022,260,4.55,128.2
2022,261,3.66,126.1
2022,262,3.25,136.2
2022,263,2.77,149.5
2022,264,3.26,233.6
2022,265,3.62,3.2
2022,266,3.61,124.4
2022,267,3.3,186.4
2022,268,2.73,233.7
2022,269,4.98,3.5
2022,270,5.95,41.5
2022,271,5.95,53.3
2022,272,6.33,38.3
2022,273,5.01,40.4
2022,274,3.53,49.9
2022,275,3.83,40.5
2022,276,3.38,48.8
2022,277,3.5,81.9
2022,278,3.03,99.3
2022,279,2.56,125.0
2022,280,2.99,331.8
2022,281,5.38,58.0
2022,282,4.15,85.8
2022,283,4.45,107.4
2022,284,4.96,125.5
2022,285,4.77,181.1
2022,286,2.97,26.0
2022,287,4.38,109.0
2022,288,4.75,160.7
2022,289,4.15,154.1
2022,290,5.59,10.3
2022,291,6.35,7.7
2022,292,3.42,23.2
2022,293,5.06,219.2
2022,294,6.31,207.5
2022,295,7.83,180.4
2022,296,7.77,162.3
2022,297,8.2,166.3
2022,298,7.17,312.1
2022,299,3.06,48.0
2022,300,4.42,99.1
2022,301,7.39,105.1
2022,302,5.51,277.3
2022,303,4.29,276.9
2022,304,2.43,123.1
2022,305,3.44,96.3
2022,306,4.73,90.2
2022,307,5.84,133.2
2022,308,7.43,151.4
2022,309,3.98,81.8
2022,310,4.99,153.6
2022,311,4.26,107.7
2022,312,4.49,96.4
2022,313,3.73,121.5
2022,314,3.55,134.8
2022,315,4.16,219.7
2022,316,7.55,355.1
2022,317,4.8,44.6
2022,318,6.66,77.1
2022,319,6.54,353.1
2022,320,5.21,18.7
2022,321,4.57,36.0
2022,322,5.07,69.0
2022,323,5.61,33.6
2022,324,5.59,27.5
2022,325,4.09,34.9
2022,326,3.83,45.4
2022,327,4.48,95.6
2022,328,6.12,96.7
2022,329,6.01,42.1
2022,330,7.75,215.8
2022,331,5.81,244.9
2022,332,4.31,97.0
2022,333,7.78,186.5
2022,334,7.8,14.3
2022,335,5.8,80.7
2022,336,6.43,143.1
2022,337,3.33,249.9
2022,338,2.89,107.7
2022,339,6.1,186.0
2022,340,6.4,187.9
2022,341,5.2,168.7
2022,342,4.75,169.6
2022,343,4.25,171.3
2022,344,4.87,156.6
2022,345,3.56,84.8
2022,346,5.53,101.2
2022,347,8.26,156.7
2022,348,6.06,321.9
2022,349,2.43,10.7
2022,350,5.0,68.8
2022,351,5.25,7.7
2022,352,5.72,59.2
2022,353,7.19,66.0
2022,354,6.42,12.4
2022,355,2.52,13.0
2022,356,6.26,332.1
2022,357,8.3,351.9
2022,358,4.33,4.5
2022,359,3.0,17.8
2022,360,2.53,319.9
2022,361,3.96,31.9
2022,362,6.48,150.6
2022,363,7.97,158.4
2022,364,4.15,35.9
2022,365,3.57,206.6
2023,1,5.91,164.6
2023,2,8.44,161.7
2023,3,6.05,242.7
2023,4,4.35,306.0
2023,5,2.75,62.6
2023,6,5.86,136.1
2023,7,5.82,162.7
2023,8,5.53,8.4
2023,9,4.51,94.2
2023,10,5.32,194.3
2023,11,7.6,207.8
2023,12,8.64,309.9
2023,13,6.37,352.4
2023,14,4.97,110.3
2023,15,7.92,155.1
2023,16,6.93,181.9
2023,17,5.24,184.2
2023,18,6.95,178.2
2023,19,5.81,339.3
2023,20,5.65,49.8
2023,21,5.17,56.9
2023,22,5.97,327.2
2023,23,5.32,63.8
2023,24,9.73,141.5
2023,25,6.26,317.1
2023,26,3.97,340.5
2023,27,3.65,123.4
2023,28,8.05,145.9
2023,29,6.01,195.0
2023,30,4.31,358.5
2023,31,4.81,358.2
2023,32,4.28,18.0
2023,33,4.71,350.7
2023,34,5.29,17.9
2023,35,4.64,114.1
2023,36,4.46,154.2
2023,37,6.81,148.4
2023,38,6.83,129.1
2023,39,6.98,186.6
2023,40,2.28,156.3
2023,41,5.29,336.4
2023,42,6.41,319.4
2023,43,3.72,251.5
2023,44,4.06,171.9
2023,45,8.23,185.1
2023,46,6.79,165.0
2023,47,7.34,329.0
2023,48,7.48,359.2
2023,49,4.26,93.6
2023,50,4.43,176.0
2023,51,7.32,216.2
2023,52,7.39,195.9
2023,53,8.92,181.6
2023,54,5.0,155.3
2023,55,4.93,134.2
2023,56,4.62,157.4
2023,57,6.76,161.8
2023,58,6.9,226.8
2023,59,4.93,198.6
2023,60,7.1,172.5
2023,61,8.18,156.1
2023,62,7.47,294.8
2023,63,3.44,85.7
2023,64,4.57,128.7
2023,65,4.1,181.0
2023,66,4.17,173.8
2023,67,3.9,171.5
2023,68,4.77,178.9
2023,69,2.69,300.2
2023,70,7.02,183.6
2023,71,7.36,268.2
2023,72,6.76,36.7
2023,73,5.85,56.6
2023,74,5.69,108.9
2023,75,9.01,164.9
2023,76,7.86,343.5
2023,77,6.45,11.6
2023,78,5.82,10.6
2023,79,5.5,110.2
2023,80,8.08,144.3
2023,81,7.29,163.9
2023,82,7.25,157.7
2023,83,8.63,184.5
2023,84,3.9,253.4
2023,85,4.2,159.0
2023,86,4.12,74.1
2023,87,6.82,18.9
2023,88,5.4,70.3
2023,89,7.21,131.2
2023,90,7.78,179.5
2023,91,3.89,348.4
2023,92,5.94,150.2
2023,93,6.9,186.3
2023,94,8.79,166.9
2023,95,5.87,167.4
2023,96,6.43,38.6
2023,97,5.63,28.7
2023,98,4.51,17.1
2023,99,4.1,50.9
2023,100,4.11,56.6
2023,101,4.9,58.2
2023,102,4.8,56.2
2023,103,3.5,133.8
2023,104,5.86,167.5
2023,105,5.08,177.7
2023,106,6.82,1.8
2023,107,4.56,109.5
2023,108,6.23,154.0
2023,109,6.64,147.1
2023,110,6.64,141.2
2023,111,4.06,154.7
2023,112,5.62,87.4
2023,113,6.15,52.5
2023,114,5.47,62.4
2023,115,5.23,94.8
2023,116,5.35,120.9
2023,117,4.68,277.9
2023,118,3.86,125.6
2023,119,7.63,312.3
2023,120,5.09,248.1
2023,121,3.3,193.0
2023,122,2.97,131.1
2023,123,3.44,131.8
2023,124,4.0,146.9
2023,125,5.46,172.5
2023,126,5.89,147.1
2023,127,5.72,149.8
2023,128,5.83,151.9
2023,129,4.83,141.0
2023,130,5.18,150.2
2023,131,6.01,147.1
2023,132,6.26,138.0
2023,133,6.06,130.2
2023,134,5.3,132.1
2023,135,2.46,149.9
2023,136,3.21,283.9
2023,137,3.24,335.3
2023,138,2.26,36.6
2023,139,3.54,219.4
2023,140,3.85,303.2
2023,141,3.83,20.6
2023,142,2.32,20.4
2023,143,1.18,32.2
2023,144,2.25,46.7
2023,145,4.0,53.2
2023,146,3.59,61.4
2023,147,2.94,126.8
2023,148,3.09,146.2
2023,149,3.04,152.5
2023,150,2.94,134.9
2023,151,2.72,152.7
2023,152,3.27,163.3
2023,153,2.71,180.1
2023,154,2.11,249.0
2023,155,1.57,28.3
2023,156,2.08,99.5
2023,157,2.62,127.4
2023,158,2.3,259.1
2023,159,3.53,281.0
2023,160,3.44,229.4
2023,161,4.38,195.0
2023,162,4.91,194.3
2023,163,4.73,200.0
2023,164,5.63,182.0
2023,165,6.09,198.5
2023,166,5.86,203.2
2023,167,6.09,190.4
2023,168,4.81,207.0
2023,169,6.33,199.6
2023,170,5.66,206.0
2023,171,5.14,200.2
2023,172,3.5,207.1
2023,173,3.0,147.4
2023,174,3.2,154.2
2023,175,4.54,190.2
2023,176,5.7,204.9
2023,177,5.21,205.4
2023,178,5.0,208.2
2023,179,4.54,200.5
2023,180,4.31,193.6
2023,181,4.18,182.0
2023,182,3.68,185.8
2023,183,3.56,189.0
2023,184,3.61,182.5
2023,185,4.21,193.2
2023,186,3.88,171.3
2023,187,4.03,184.1
2023,188,4.29,161.6
2023,189,4.33,189.6
2023,190,5.72,208.0
2023,191,4.78,212.0
2023,192,5.25,211.7
2023,193,5.75,200.7
2023,194,5.9,203.6
2023,195,5.51,202.3
2023,196,5.23,211.6
2023,197,4.23,215.8
2023,198,3.9,198.0
2023,199,4.83,203.7
2023,200,4.64,189.2
2023,201,4.07,192.3
2023,202,4.13,202.9
2023,203,3.52,231.9
2023,204,2.36,200.2
2023,205,3.18,154.9
2023,206,3.48,174.0
2023,207,3.4,167.6
2023,208,3.32,158.1
2023,209,3.32,165.3
2023,210,3.19,201.3
2023,211,3.2,215.6
2023,212,3.21,223.8
2023,213,3.03,200.0
2023,214,3.67,166.5
2023,215,3.78,190.5
2023,216,4.24,201.9
2023,217,4.52,204.2
2023,218,4.89,200.6
2023,219,5.22,204.4
2023,220,5.21,202.0
2023,221,6.63,200.7
2023,222,6.66,203.6
2023,223,6.0,198.6
2023,224,5.22,198.1
2023,225,4.75,199.2
2023,226,4.22,215.7
2023,227,2.71,288.8
2023,228,3.52,86.7
2023,229,3.54,200.2
2023,230,4.1,204.1
2023,231,3.8,214.0
2023,232,3.89,207.2
2023,233,4.8,102.4
2023,234,6.2,109.1
2023,235,3.06,162.7
2023,236,4.13,202.4
2023,237,3.75,145.6
2023,238,3.0,192.2
2023,239,3.77,280.5
2023,240,3.52,25.9
2023,241,5.53,17.4
2023,242,4.4,21.0
2023,243,3.19,59.9
2023,244,2.93,81.5
2023,245,3.31,108.9
2023,246,3.5,179.0
2023,247,5.09,171.2
2023,248,5.18,170.4
2023,249,2.99,181.5
2023,250,3.64,210.5
2023,251,3.26,215.0
2023,252,3.44,34.6
2023,253,4.05,47.2
2023,254,3.49,111.1
2023,255,2.65,193.3
2023,256,2.57,330.5
2023,257,2.71,108.9
2023,258,2.19,87.9
2023,259,2.61,339.9
2023,260,3.26,16.6
2023,261,3.86,115.1
2023,262,4.51,142.2
2023,263,5.45,139.1
2023,264,4.29,135.8
2023,265,4.27,155.2
2023,266,4.11,174.3
2023,267,5.11,196.4
2023,268,2.32,189.6
2023,269,2.34,138.0
2023,270,2.33,158.3
2023,271,2.94,91.5
2023,272,4.9,102.6
2023,273,5.35,98.3
2023,274,5.45,97.8
2023,275,5.89,98.6
2023,276,6.71,109.9
2023,277,6.74,141.6
2023,278,4.84,89.4
2023,279,5.85,17.4
2023,280,6.2,10.3
2023,281,3.47,1.7
2023,282,3.16,206.1
2023,283,3.9,134.0
2023,284,5.69,68.3
2023,285,4.22,108.3
2023,286,3.57,159.1
2023,287,6.77,342.9
2023,288,6.69,343.4
2023,289,5.69,353.0
2023,290,3.36,144.0
2023,291,4.66,166.4
2023,292,3.72,212.8
2023,293,4.5,252.2
2023,294,4.01,207.4
2023,295,4.45,158.7
2023,296,6.28,134.8
2023,297,7.44,134.2
2023,298,6.74,125.6
2023,299,6.18,130.6
2023,300,4.42,134.0
2023,301,4.79,134.9
2023,302,4.49,151.3
2023,303,8.09,355.9
2023,304,7.2,1.3
2023,305,4.85,21.3
2023,306,3.84,89.8
2023,307,3.78,115.1
2023,308,4.37,132.7
2023,309,3.68,155.5
2023,310,4.73,177.3
2023,311,5.88,185.3
